ID,GSM429956,GSM429961,GSM429980,GSM429981,
253845_at,14.7,12.7,12.7,16.5,
253846_at,4.8,1.7,1.3,7,
253847_at,9.3,7.4,3.9,10.9,
253848_at,28.8,23.9,34.4,42.2,
253849_at,479.9,470.1,336.2,314.2,
253850_at,3.8,11,13.6,2.6,
253851_at,2.9,2.2,7.6,6.3,
253852_at,4.8,5.1,9.3,4.7,
253853_at,0.5,2.8,2.8,1.2,
253854_at,116.1,116.5,70.8,66.7,
253855_at,208.1,214.9,137.2,108.1,
253856_at,126.8,127.7,74.9,75.6,
253857_at,194.5,192.4,199.5,179.7,
253823_at,239.1,243.2,216.8,210.3,
253824_at,127.3,121.9,105.2,96.4,
253825_at,413.2,413.6,331.6,354.3,
253826_s_at,2615.2,2416.3,2520.2,2626.4,
253827_at,25,28.1,131.5,125.5,
253828_at,15.2,23.1,27.1,44.3,
253829_at,23.9,29.6,11.8,5.8,
253799_at,5.9,3.7,8.7,10.7,
253800_at,16.9,20.4,16.2,13.9,
253801_at,7.6,6.7,7.9,10.2,
253802_at,23.9,29.3,14.6,9.4,
253803_at,121.8,126.7,156.8,163.2,
253804_at,31.4,32.1,35.9,46.2,
253805_at,170.5,157.2,76.3,47.6,
253806_at,43.9,43.2,24,32.7,
253807_at,2.2,3.1,3.1,0.7,
253808_at,91.9,119.6,139,171.2,
253809_at,18.7,21.1,17,13.8,
253810_at,71.6,74,71.2,61.3,
253811_at,113.9,101.5,67,75.6,
253812_at,265.6,271.4,197,183.2,
253813_at,11.5,15.4,13.8,14.3,
253814_at,66.5,68.7,65.5,56.5,
253815_at,71.9,70.2,32.5,50.3,
253816_at,174.3,172.9,183,154,
253817_at,127.6,118.3,127.4,123.1,
253818_at,14.9,14,12.5,14.6,
253819_at,4,6.9,20.6,16.2,
253820_at,37.8,43.1,40.6,46.6,
253821_at,0.6,0.4,0.3,0.4,
253822_at,5.5,1,7.3,1.6,
253795_at,5.2,7.5,3,0.6,
253796_at,73.8,63.9,59.1,52.1,
253797_at,66.3,64.7,60.8,62.4,
253798_at,1.3,2.2,2.8,1.5,
253767_at,7,10.2,20.5,16.6,
253768_at,10.9,14.7,19.3,14.6,
253769_at,5.8,8.6,2.7,7.4,
253770_at,72.6,73.4,77.5,79.2,
253771_at,10.9,12.4,6.2,14.7,
253772_at,0.8,3.4,1.2,1.7,
253773_s_at,263.1,251.6,284.1,283,
253774_at,9.5,12.3,8.8,6.7,
253775_at,394.5,379.3,343.1,372.4,
253776_at,58.1,40.6,72.6,71.7,
253777_at,110.4,108.7,113.8,112.1,
253778_at,205.8,182.7,202.9,245,
253779_at,15.4,16.1,24.3,26,
253780_at,88.2,101.2,134.9,109.9,
253781_at,4.6,2.9,6.3,7.5,
253782_at,36.6,38,39.1,55.5,
253783_at,68.9,68.6,87.9,99.7,
253784_at,70.6,67,63.9,68.2,
253785_s_at,11.2,11.1,9,13.1,
253786_at,13.7,17,8.3,9.3,
253787_at,0.3,0.3,0.5,0.4,
253788_at,37.3,24,19.9,16.1,
253789_at,69,73,78.2,58.7,
253790_at,521.8,485.4,651.3,719.3,
253791_at,46.7,45.5,22.7,31.3,
253792_at,1.4,2.8,2,2.1,
253793_at,19.3,17.7,29.4,19.8,
253794_at,16.3,19.1,6.9,6.7,
253760_at,5.2,5.5,5.2,5.3,
253761_at,20.6,16.5,16.8,16.2,
253762_at,46.1,54.7,35.9,42,
253763_at,12.7,14.6,0.4,0.4,
253764_s_at,27.5,30.1,23.8,11.6,
253765_at,89.8,81,95.1,93.2,
253766_at,324.8,317.8,246.9,256.8,
253736_at,54.5,55,37,30.6,
253737_at,1.4,5.4,6.5,2.3,
253738_at,3179.3,3217.7,2788,3866.1,
253739_at,119.8,120.5,85.7,93.8,
253740_at,148.4,139,136.2,140.9,
253741_at,20.4,24.9,7.3,3.4,
253742_at,8.5,10,6.2,5.3,
253743_at,8.9,5.1,23.8,17,
253744_s_at,1.9,1.1,0.2,0.4,
253745_at,0.7,0.8,0.7,0.5,
253746_at,43.6,39.8,45.1,51.2,
253747_at,4.3,5,7.4,17,
253748_at,52.2,56,54.7,57.9,
253749_at,91,97.7,51.7,59.7,
253750_at,23.7,25.3,28.9,26.3,
253751_at,231.7,209.2,142.3,150,
253752_at,159.3,160.2,243.1,198.9,
253753_at,329.9,280.8,240.1,239.5,
253754_at,807.9,783.6,613.3,619.1,
253755_at,419.3,381.4,541.7,538.9,
253756_at,70.6,73.2,73.6,76.5,
253757_at,36.7,41,26.9,35,
253758_at,779.5,755.3,926.9,750.8,
253759_at,426.5,372.7,448.9,403.8,
253732_at,26.2,21.7,7.2,20.5,
253733_at,16.2,11.5,13.3,7.6,
253734_at,11.1,13.7,3.8,7.7,
253735_at,104.8,83.8,115.6,119.4,
253705_at,256.5,291.4,283.4,300.4,
253706_at,194.3,222.9,193.1,133.9,
253707_at,3.7,4.9,4.3,5.1,
253708_at,76.2,77.5,127.6,108.6,
253709_at,234.5,230.2,230.7,216.9,
253710_at,1.5,4,4.7,1.5,
253711_at,2.4,0.2,2,1.1,
253712_at,119.8,131.5,121.5,118.2,
253713_at,6.8,2,11.8,16.4,
253714_at,29.6,34.7,38.6,43.6,
253715_at,1110.8,1110.6,1275.4,1618.1,
253716_at,33.1,32.1,27.2,13.9,
253717_at,41.3,39.2,37.2,43.1,
253718_at,0.7,0.8,0.9,3.8,
253719_at,64.6,77.6,67.2,63.8,
253720_at,41.5,43.4,17.7,24.4,
253721_at,6.2,7.7,10.7,7.4,
253722_at,49,51.1,32.3,36.4,
253723_at,20.1,23.5,13.6,20.9,
253724_at,3.6,3.9,2.5,2.7,
253725_at,3.6,0.7,4.3,9.9,
253726_at,39.4,39.3,28.9,26.9,
253727_at,1920.8,1773,1451.6,1595.2,
253728_at,940.4,906.5,1101.4,1180.1,
253729_at,86.7,72.6,54.1,58.3,
253730_at,693.1,641.4,785.3,1112.5,
253731_at,57,61.1,48.9,49.1,
253704_at,121.1,139.8,173.2,126.1,
253673_at,26.9,30.6,22.5,18.3,
253674_at,7.6,3.8,5.7,11.8,
253675_at,15.1,19,12.3,21.5,
253676_at,0.6,0.5,5.9,1.6,
253677_at,8.9,4.8,3.3,7.8,
253678_at,1.7,2.5,0.4,0.8,
253679_at,8,6.1,4.7,9.4,
253680_at,1.7,0.7,2.1,4.8,
253681_at,6.9,5.9,5.4,6.1,
253682_at,2.5,2.6,1.1,6.2,
253683_at,6.3,8.6,3,7,
253684_at,30.7,27.9,85,94.2,
253685_at,1.9,1.5,1.7,2.5,
253686_at,95.7,92.4,79.8,56.2,
253687_at,164.4,164.9,186.5,128.6,
253688_at,109.5,102.9,106.9,117.4,
253689_at,3,2.8,2.1,4.3,
253690_at,3.1,6,7.5,4.9,
253691_at,51.7,50.1,65.2,61,
253692_at,80.2,77.7,71.3,67.5,
253693_at,211.3,215.6,315.3,352.4,
253694_at,361.5,344.8,416.5,379.9,
253695_at,163.7,172.2,170.4,199.3,
253696_at,11,4.6,46.2,36.7,
253697_at,44.5,36.4,130.1,135,
253698_at,169,182.9,135.7,140.6,
253699_at,4.1,4.6,3.5,0.8,
253700_at,558.8,535.1,576.7,606.9,
253701_at,65.3,61.8,45.9,37.5,
253702_at,167.7,161.1,292.9,282.9,
253703_at,65.2,65.4,66.9,54,
253669_at,26.7,21.4,18,12.4,
253670_at,880.7,902.3,811.2,980.4,
253671_at,5.4,2.7,4.1,2.3,
253672_at,41.2,38,43,42.3,
253641_at,0.5,2.4,1.1,4.4,
253642_at,125.3,111.6,116,90.1,
253643_at,39.6,45.7,125.7,133.7,
253644_at,217.2,228.1,182.6,181.7,
253645_at,95.1,88.8,115.4,96.5,
253646_at,270,257.5,328.1,329,
253647_at,129,134.2,206.5,216.2,
253648_at,15.9,17.7,18.1,17.4,
253649_at,40.1,37,30.2,50.8,
253650_at,181.1,169.1,88.2,89.9,
253651_at,0.9,2.8,1.4,6.8,
253652_at,1.7,0.8,6.5,1.3,
253653_at,3.5,3.3,1.2,1.8,
253654_at,64.3,60.9,66.7,53.8,
253655_at,1,1.1,0.6,7.8,
253656_at,6.4,3.1,3.1,1.1,
253657_at,17.6,15.3,9,1.3,
253658_at,1.4,5.4,1.1,0.4,
253659_at,19.2,31.2,27.7,21.7,
253660_at,204.1,207.6,155.1,132.8,
253661_at,9.6,9.2,4.5,6.8,
253662_at,37.5,43.1,25.4,30.2,
253663_at,67.7,72.5,62.8,74.2,
253664_at,306.2,330.8,542.4,453.7,
253665_at,10,10.4,15.6,26.8,
253666_at,2344.3,2231.7,1852.8,1919.1,
253667_at,322.2,302.2,17.7,21.4,
253668_at,377.3,371.6,332.6,376,
253609_at,901.4,913.9,1075.2,950.1,
253610_at,415.2,400.3,275.2,256.4,
253611_at,1.6,0.7,0.6,0.3,
253612_at,106,114.9,113.1,92.3,
253613_at,15.8,8.4,0.4,0.9,
253614_at,48.1,51.5,87.5,84.6,
253615_at,25.7,26.8,28.8,35.7,
253616_at,0.3,0.9,0.4,0.3,
253617_at,36.3,30.2,14.4,8.3,
253618_at,16.7,18,6.4,3.9,
253619_at,22.7,24.1,25.3,38.1,
253620_at,47,46.9,25.6,28,
253621_at,1,0.6,2.3,0.8,
253622_at,33,30.5,13.1,12.8,
253623_at,8.8,19.4,11.9,10.6,
253624_at,206.2,204,200.1,177.3,
253625_at,373.7,392.4,517.3,496.7,
253626_at,3.1,0.8,4,1.1,
253627_at,92.7,93.2,37.9,22.8,
253628_at,997.7,952.3,933.3,1021.3,
253629_at,66.3,60.5,107.9,101.5,
253630_at,96.7,106.2,164.9,152.8,
253631_at,695.3,767.9,391.4,425.5,
253632_at,27,27.1,37.1,31.2,
253633_at,111,123,123.9,98.5,
253634_at,6.6,8.5,4.8,9.1,
253635_at,170.9,144.3,131.7,104.3,
253636_at,102.8,99.9,93.3,111.9,
253637_at,58.1,70.7,89.3,68.5,
253638_at,124.1,137,111.7,91.8,
253639_at,208,205.9,153.3,160.3,
253640_at,27.2,29.9,28.5,24.3,
253606_at,1056.1,1029.1,2325.4,2600.1,
253607_at,134.2,107.6,105.4,68.2,
253608_at,687,665.9,148.9,136.7,
253578_at,74.9,76.2,128.5,119.7,
253579_at,134,137.4,50,67.2,
253580_at,29.7,28.3,17.7,18.3,
253581_at,197.1,177.5,101.8,119.2,
253582_at,188,181.7,13.1,15.2,
253583_at,17.1,15,6.6,12.5,
253584_at,26.6,23.4,18.7,16.9,
253585_at,53.5,50.7,46.2,35.4,
253586_s_at,13.6,11.6,9.3,6.6,
253587_at,0.5,4,0.8,6.9,
253588_at,75.4,84.8,60.1,52.6,
253589_at,66.4,55.8,58.3,45,
253590_at,56.9,77.5,45.8,40.3,
253591_at,7.1,8.8,4,3.7,
253592_at,55.4,51,46.6,50,
253593_at,238.8,243.4,248.5,204,
253594_at,20,21.6,17.1,14.7,
253595_at,0.3,0.4,0.1,0.3,
253596_s_at,65.1,62.2,84.8,71.2,
253597_at,122.3,114.2,72,60,
253598_at,140.3,135.5,108.5,108.8,
253599_at,30.8,26.4,36,30,
253600_at,255.4,292.3,209.8,210.3,
253601_at,42.7,55.5,42,56.5,
253602_s_at,296.2,277.5,300.9,308.8,
253603_at,44.6,43,46,41.1,
253604_at,0.6,0.1,2.1,0.5,
253605_at,43.5,41.1,39,32.1,
253571_at,30.8,31.5,24.4,22.4,
253572_at,54.4,42.8,39.5,36.3,
253573_at,20,16.1,16.4,20.2,
253574_at,17.7,30.2,22.8,19.6,
253575_at,7.7,7.1,15,7.8,
253576_at,3.9,2.9,4.9,0.3,
253577_at,91.8,99.2,90.3,81.3,
253546_at,109.7,117.7,84.7,92.5,
253547_at,1664,1722.8,1521.6,1480.4,
253548_at,173.5,166.6,110.2,137.4,
253549_at,153,148,153.6,140.4,
253550_at,268,273.3,317.7,341.7,
253551_at,305.2,275.7,210.4,260.9,
253552_at,185.4,198,220.2,245.9,
253553_at,23.7,25.9,20.8,30.8,
253554_at,13.2,15.1,13.8,12.3,
253555_at,180.9,192.4,231.4,245.6,
253556_at,3.4,2.3,1.6,2.9,
253557_at,8.7,9.4,7.5,7.4,
253558_at,151.3,152.7,150.2,149.5,
253559_at,62.2,61.6,48.6,66.9,
253560_at,66.7,82.7,67.2,74.9,
253561_at,378.8,363.8,374,372.8,
253562_at,187.5,177.4,153.1,160,
253563_at,21.7,29.1,29.7,12.5,
253564_at,134.3,143.4,158.3,153.7,
253565_at,51.9,65,49.8,56.5,
253566_at,121.8,128.8,125.8,151.7,
253567_at,0.6,0.5,0.7,0.4,
253568_at,0.4,0.5,1.2,0.4,
253569_at,16,24.3,11.5,12.1,
253570_at,0.4,2.5,1.7,2.4,
253543_at,24.5,28.2,14.8,10.5,
253544_at,5.9,3.7,6.6,5.6,
253545_at,81.5,105,41,46.3,
253515_at,10.2,12,4.3,5.5,
253516_at,42.6,51.7,31.5,27.8,
253517_at,105.5,110.3,87.6,61.9,
253518_at,25.2,20,23.8,25.4,
253519_at,55.1,51.1,19.1,26.6,
253520_at,64.6,74.9,68.5,62.7,
253521_at,863.2,840.3,1089.2,1025.7,
253522_at,323.7,313.3,205.9,267.9,
253523_at,480.9,537.2,422.3,527.4,
253524_at,73.1,77.1,73.6,65.9,
253525_at,30.3,32.3,33.9,16.8,
253526_at,186.6,165.4,143.3,103.4,
253527_at,0.6,1.1,1.2,0.7,
253528_s_at,469.8,447.6,459,486.7,
253529_at,2.6,2.1,4.2,4.4,
253530_at,217.1,213,221.2,222.3,
253531_at,75.9,75.4,55.3,55.7,
253532_at,2.8,0.6,6.7,5.6,
253533_at,137.8,130.3,88.8,74.7,
253534_at,532,497,2312.1,2925.7,
253535_at,81.8,76.8,125.3,130,
253536_at,192.9,223.1,255.7,338.9,
253537_at,70.3,60.5,98.7,64.6,
253538_at,107.4,109.1,127,112.9,
253539_at,49.5,45,46.3,50.2,
253540_at,4.5,3.7,4.1,0.3,
253541_at,2.6,2.8,1.4,5.2,
253542_at,61.2,63,60.8,68.3,
253508_at,1.9,2.8,0.6,1,
253509_at,7.2,9.6,8,13.8,
253510_at,27.3,27.8,13.6,14.4,
253511_at,3.1,0.9,2.7,0.2,
253512_at,44,27.7,49.2,42.6,
253513_at,7.3,6,5.2,5,
253514_at,30.4,28.1,25,18.8,
253484_at,225.7,229.8,211,258.6,
253485_at,86.1,100.3,179.1,161.2,
253486_at,46.4,53.8,35.6,36.7,
253487_at,1714.7,1733.2,1958.2,2321.4,
253488_at,0.1,4.8,2.7,0.2,
253489_at,350.6,343.2,310.6,258.3,
253490_at,110.4,116.2,125.1,100.9,
253491_at,36.5,37.2,57.1,29.9,
253492_at,95.6,88.8,115.6,104.1,
253493_at,53.3,50.8,51.1,36.1,
253494_at,1.5,5.6,3.3,2.4,
253495_at,123.1,126.6,102.7,108.3,
253496_at,47.1,57.6,79.8,48.2,
253497_at,105,105.1,99,81.2,
253498_at,27.3,19.7,18.9,15.9,
253499_at,0.5,0.3,0.3,1.1,
253500_at,82.9,85.8,91.6,80.5,
253501_at,49.8,52.5,66.3,52.8,
253502_at,1.1,0.2,1.5,0.1,
253503_at,0.7,0.3,33.5,26.1,
253504_at,1.5,1.2,3.2,3.9,
253505_at,0.4,0.3,15.5,19.7,
253506_at,15.5,15.3,26.2,32,
253507_at,9.3,11.1,9.9,8.5,
253480_at,318.4,324.7,292.6,297.3,
253481_at,594.3,580.2,757.3,638.6,
253482_at,770,750.8,1033.2,1009.6,
253483_at,52,37.5,17.7,16.5,
253452_at,47.2,50.7,45.5,46.2,
253453_at,131.1,129.2,231.9,251.5,
253454_at,15.2,14.9,8.2,13.1,
253455_at,278,313.2,341.6,465.5,
253456_at,49.1,57.1,45.3,53.1,
253457_at,400.8,377.4,362.8,330.2,
253458_at,75.4,65.8,76.8,95.6,
253459_at,0.7,1.7,0.9,1.9,
253460_at,66.8,72.5,66.9,74.2,
253461_at,0.7,4.9,0.9,0.6,
253462_at,343.4,323.3,345.2,370,
253463_at,7.9,11.2,5.5,13,
253464_at,90,89.8,66.2,69,
253465_at,96.7,84.4,71.1,65.7,
253466_at,72.5,80.5,66.6,68.9,
253467_at,94.9,81.7,99.5,102.7,
253468_at,64,55.9,51.4,36.4,
253469_at,94.2,93.4,94.3,101.3,
253470_s_at,406.9,455.1,492.6,629.3,
253471_at,0.5,3.3,0.5,0.7,
253472_at,1.2,3,1.4,5.8,
253473_at,99.5,111.3,83.7,85.2,
253474_at,94.8,85.1,28.2,31.6,
253475_at,40.4,38.8,33.3,38,
253476_at,59,66.1,59.5,50.3,
253477_at,71.6,69.2,50.3,56,
253478_at,49.7,56.1,38.6,31,
253479_at,14.9,15.1,13.1,16.7,
253420_at,2138.6,2112.8,1930.8,2081.9,
253421_at,169.4,164,129,146.6,
253422_at,163.2,157.2,112.4,108.6,
253423_at,4.3,6,1.1,9.2,
253424_at,169,178,125.9,116.1,
253425_at,118.5,110.6,90.3,97,
253426_at,1.2,5.2,3.7,0.5,
253427_at,299.2,306.7,408.9,315.6,
253428_at,501.1,518.6,300.9,356.7,
253429_at,114.8,121.1,123.3,137.1,
253430_at,11,10.1,12,10.4,
253431_at,34.3,45.7,29,39.3,
253432_at,22.4,26.5,23.1,22.2,
253433_s_at,0.7,0.6,0.6,6,
253434_at,9.6,4.3,4.2,6.1,
253435_at,94.8,91.4,124.8,120.5,
253436_at,955.3,962.1,1109.4,1348.9,
253437_at,310.3,299.3,296.3,276.6,
253438_at,230.4,231.1,283.6,279.1,
253439_at,8,13.6,8.5,12.8,
253440_at,131.8,128.9,112.4,100.9,
253441_at,35.3,28.9,30.7,36.3,
253442_at,424.1,430.4,390.1,359.2,
253443_at,237.3,211.3,210.8,209.3,
253444_at,114.4,112.9,104.9,95.6,
253445_at,117.1,111.9,63.2,68.8,
253446_at,59.8,70.6,63.9,63.4,
253447_at,6.3,6.4,7.4,8.1,
253448_at,89.4,78,96.8,112,
253449_at,6.5,5.1,4.8,10.9,
253450_at,16.9,22.2,14,10.7,
253451_at,50.6,81.6,74,67.6,
253417_at,51.4,47.2,51.9,39.7,
253418_at,205.6,220.8,216.6,231.3,
253419_at,3.7,0.6,3.8,9.3,
253389_at,72.6,69.3,91,72.8,
253390_at,35.2,30.1,32.8,30.8,
253391_at,151.2,167.4,143.9,152.5,
253392_at,28.6,30.2,29.3,20,
253393_at,150.2,140.1,68.9,75.8,
253394_at,103.7,95.8,66.8,69.7,
253395_at,117.5,115.5,124.8,114.5,
253396_at,178.3,186.7,178.9,191,
253397_at,53,63.4,35.9,38.3,
253398_at,11.9,14.2,15,13.6,
253399_at,200.9,198.9,163.5,162.1,
253400_at,6.9,1.5,0.6,0.8,
253401_at,57.5,60.4,49.2,38.7,
253402_at,39.7,46.1,29.7,12.9,
253403_at,112.3,103.5,91,87,
253404_at,65.9,65.4,71.9,67.6,
253405_at,22.8,22.8,43.5,27.7,
253406_at,13.6,17.2,5.5,14.6,
253407_at,53.5,40.4,39.1,43.5,
253408_at,19.9,17.9,11.6,11.4,
253409_at,101.2,96.5,134.2,101.6,
253410_at,29.2,28.4,25.2,19.1,
253411_at,55.3,56.5,39.1,35.8,
253412_at,76.1,78,39.9,35.6,
253413_at,9.9,7.4,5.5,5.9,
253414_at,95.8,97.6,811.4,736.8,
253415_at,78.6,54.8,71.3,70.5,
253416_at,167.5,169,31.4,27,
253382_at,51.6,49.9,27.4,31.5,
253383_at,81.6,70,73.8,84.6,
253384_at,135.1,152.6,158.5,138.2,
253385_at,181.4,173.2,158.8,157.2,
253386_at,2263.7,2169.8,848.3,927.8,
253387_at,1860.5,1952.1,1616.9,1597.4,
253388_at,110.1,104.3,96.8,90.7,
253358_at,613.5,622.9,443.6,408.9,
253359_at,184.4,184,112.8,89.8,
253360_at,461.5,433.7,461.2,385.6,
253361_at,23.1,23.5,21.1,16.4,
253362_s_at,350.5,341.8,256.3,197.7,
253363_at,26.5,26,17,14.8,
253364_at,35.8,41.1,22.3,19.3,
253365_at,5.6,10.1,9.9,9.9,
253366_at,16.2,13.3,14.4,16.7,
253367_at,56.2,69.6,80.6,75.6,
253368_at,70.6,70.7,62.4,58.3,
253369_at,107.2,102.2,96.5,102.8,
253370_at,0.4,0.4,2.2,1.1,
253371_at,39.7,50.8,45.1,53,
253372_at,290,279.2,243.1,258.8,
253373_at,75.5,70.3,66.1,79.8,
253374_at,73.9,69.2,60.1,47.1,
253375_at,8.8,8.5,14.8,2.2,
253376_at,3.1,1.7,4.7,2.2,
253377_at,121.7,136.7,197,209.9,
253378_at,6.7,6.4,7,7.8,
253379_at,10.3,4.3,5,9,
253380_at,7.2,8.8,5.4,8,
253381_at,141.3,168.5,145.1,134.2,
253354_at,4.3,5.4,7.3,10,
253355_at,113.4,188.5,141.2,60.8,
253356_at,3,2.5,0.6,2.3,
253357_at,87.3,83.5,75.6,81.1,
253326_at,43.9,38.2,32,37.8,
253327_at,3.4,2.1,2.7,4.9,
253328_at,33.7,37.4,26.3,36.4,
253329_at,80.9,96.2,106.3,100,
253330_at,97.4,101.4,70.9,65.3,
253331_at,35.1,36.1,27.4,26.7,
253332_at,104.1,97.8,221,188.8,
253333_at,684.9,682.2,863.5,680.3,
253334_at,271.7,248.2,190.6,162.8,
253335_at,127.7,151.1,110.8,124,
253336_at,742,761.6,729.9,776.8,
253337_at,172.7,157.4,111.3,104,
253338_at,165.2,159.5,234.3,218.6,
253339_at,50.7,44.9,87.1,70.7,
253340_s_at,232.1,225.5,163,184.7,
253341_at,99.3,103.4,89.9,72.6,
253342_at,195.3,204.7,251.5,231.9,
253343_at,165.9,172.8,237.6,235.4,
253344_at,34.2,31.5,21.8,19.7,
253345_at,2.9,2.9,3.2,7.6,
253346_at,5.2,0.5,0.7,0.4,
253347_at,0.6,1.3,1.6,2.7,
253348_at,5.1,7.8,10.8,3.6,
253349_at,13.2,19.5,11.7,1.7,
253350_at,26.3,26.8,28.1,22.2,
253351_at,117.9,124.2,96.8,108.3,
253352_at,3.3,2,1.4,1.2,
253353_at,1.7,13.6,1,1.7,
253294_at,140.3,126.5,72.9,67.2,
253295_at,122.7,115,124.8,116,
253296_at,87.9,93.2,24.7,26,
253297_at,19.8,16.9,14.6,14.8,
253298_at,17.5,9.6,13,32.1,
253299_at,10,8,4.1,8.5,
253300_at,336.6,339.6,237.4,267.4,
253301_at,0.9,1.9,162.5,144.8,
253302_at,193.4,202.9,148.6,150.7,
253303_at,104.2,101.9,121.6,87.9,
253304_at,338.1,341.5,318.8,309.6,
253305_at,211.1,186.2,74.3,78,
253306_at,117.5,101.7,87,95.6,
253307_at,469.3,487,426.3,434.6,
253308_at,1009.7,995.9,1205.6,1207.9,
253309_at,7.8,10.1,5,7,
253310_at,109.9,135.1,72,84.5,
253311_s_at,8.8,2,11.4,7.4,
253312_s_at,0.9,0.7,0.4,0.3,
253313_at,10,8.8,9.7,4,
253314_at,74.5,78.1,102,68,
253315_at,0.6,0.9,0.9,0.7,
253316_s_at,15.7,17.9,17.3,20.9,
253317_at,65.3,60.8,27.7,26.4,
253318_at,4,0.7,0.8,0.7,
253319_at,11.7,9.1,9.2,7,
253320_at,12.2,16.8,22,17.5,
253321_at,60.6,59.4,69.7,56.5,
253322_at,17.2,14,12,15,
253323_at,50.9,40.7,54,52.4,
253324_at,114.2,107.7,122.9,106.5,
253325_at,14.4,15.8,12.2,14.3,
253291_at,2110.2,2136.2,2546.8,2381.9,
253292_at,24.5,20.4,42.5,50.3,
253293_at,14.2,15.7,13.9,9.8,
253263_at,51.6,61.5,48.8,38.3,
253264_at,114.9,111.1,97.5,110.8,
253265_at,112,106.6,101.3,94,
253266_s_at,94.1,96.6,87.2,73.9,
253267_at,224.5,227.3,219.3,234.7,
253268_s_at,168.9,185.3,285.8,303.9,
253269_at,14.3,22.5,15.7,14.1,
253270_at,144.7,161.7,120.1,107,
253271_s_at,15.4,11.1,154.2,169.4,
253272_at,1286.9,1147.8,1122.9,881.9,
253273_at,610.1,614.2,1387.6,1395.1,
253274_at,865.9,888.4,1969.5,2321.2,
253275_at,59.9,67.9,59.2,63.8,
253276_at,1496,1469.7,3026.4,3618.3,
253277_at,169,160.3,695.2,727.8,
253278_at,42.6,43.6,21.3,29.1,
253279_at,156.4,161.2,108.4,102.5,
253280_at,1106.1,1108.6,1172.3,1433.9,
253281_at,28,25.6,31.8,51.3,
253282_at,646.5,643.9,883.1,911.9,
253283_at,172.7,165.6,108.7,84.9,
253284_at,177.4,178.2,392.9,345.9,
253285_at,25.5,26.8,31.3,28.8,
253286_at,260.6,256.9,230.9,198.9,
253287_at,74.4,87.1,74.2,88.6,
253288_at,32.8,39.8,25.2,26.2,
253289_at,3.6,2.9,5.5,9.7,
253290_at,0.6,0.6,0.6,0.8,
253256_at,41.7,40.2,32.7,31.1,
253257_at,73.3,89.9,149.6,135.4,
253258_at,2.9,5.3,9,0.7,
253259_at,5,4.3,12.1,15.5,
253260_at,13.1,12.5,12.5,14.4,
253261_at,59.2,55,56.1,55.7,
253262_at,3.5,8.1,1.6,3.7,
253231_at,616.8,650.1,620.6,580,
253232_at,42.9,63.9,23.4,24.1,
253233_at,233.9,256.2,328.6,356.5,
253234_at,230.6,225.1,213.6,190.5,
253235_at,1155.6,1090.1,797,767.1,
253236_at,70,65,52.9,61.4,
253237_at,149.2,163.7,131.2,150,
253238_at,89.1,102,97,64.4,
253239_at,107.6,87.3,60.6,53.8,
253240_at,1.2,3,1,0.8,
253241_at,6.2,5.5,9.8,9.3,
253242_at,24.4,20.7,28.8,27.3,
253243_at,17.1,13.4,16,9.6,
253244_at,30.2,28,10.1,10.8,
253245_at,269.8,297.5,330.2,331.1,
253246_at,30.2,34.3,19.9,26.8,
253247_at,82,85.5,71.1,46.3,
253248_at,1639,1640.7,1829,2016.3,
253249_at,25.3,28.4,22.7,26.2,
253250_at,5.5,2.4,1.2,5.9,
253251_at,104.5,97,104.3,89.4,
253252_at,104.2,114,93.6,106,
253253_at,30.6,33,27.3,14,
253254_at,12.7,18,8.5,10.4,
253255_at,117.8,111.4,46.1,35.4,
253228_at,203.2,224.3,172.7,193.8,
253229_at,81.7,85.9,83.2,79.9,
253230_at,879.6,905.4,892.3,862.8,
253200_at,885.6,867.6,817.2,759.2,
253201_at,2298.9,2329,2287.4,2663.6,
253202_at,116.8,139.8,129.5,130.1,
253203_at,596.9,566.6,1330.5,1393.8,
253204_at,183.4,188.8,261.3,264,
253205_at,269.9,261,233.2,255.1,
253206_at,307,371.9,273.5,285.9,
253207_at,46.8,51.7,34.2,33.9,
253208_at,153.6,150.4,138.4,151,
253209_at,62.7,71.3,75.5,76.4,
253210_at,30,31.6,27,21.9,
253211_at,5.6,7,1,4.9,
253212_s_at,81.1,87.5,83.3,84.1,
253213_at,40.1,38.2,42.2,54.9,
253214_at,1.8,3.3,4.1,7,
253215_at,475,484.3,295.1,309.7,
253216_at,123.8,109.9,101.9,79.7,
253217_at,20.9,28.5,20.1,18.1,
253218_at,189.7,201.2,111.8,115.1,
253219_at,19.7,18.1,24.7,24,
253220_s_at,142.1,107.2,122.5,163.2,
253221_at,1605.8,1654.5,1543.6,1891.9,
253222_at,6.6,6.6,1.2,2.6,
253223_at,740.2,750.8,756.6,775.2,
253224_at,79.7,70.5,76.4,57.2,
253225_at,77.6,75.3,62.2,63,
253226_at,0.4,5.6,0.3,0.3,
253227_at,12.3,12.3,6.8,7.7,
253168_at,5.9,9.2,13.2,8.9,
253169_at,3.4,3.6,2.5,5.5,
253170_at,13.3,14.4,13.5,13.5,
253171_at,135.9,130.8,112.6,97.7,
253172_at,44,57.2,43.4,40.6,
253173_at,21.6,15.8,99.7,115,
253174_at,2469.5,2516.9,1717.6,2271,
253175_at,37.2,37.1,43.4,50.5,
253176_at,30.9,26.9,18.5,20,
253177_s_at,13.3,17.1,11.6,11.1,
