ID,GSM429956,GSM429961,GSM429980,GSM429981,
262203_at,126.3,152,126,142,
262204_at,140.7,138.6,176.5,156.7,
262205_at,16.4,23.8,15.1,18.1,
262206_at,141.4,128.3,148.4,152.7,
262207_at,53.1,66.6,58.3,60.5,
262208_at,49,49.5,43.5,39.7,
262209_at,89.8,100.1,83.4,101.8,
262210_at,273.1,301.9,231.9,273.9,
262211_at,8.4,1.6,12.3,11.6,
262212_at,6.4,9.9,4.6,2.3,
262213_at,93.5,88.7,26,24.9,
262214_at,10.1,10.4,8,9.5,
262215_at,150,160.3,221.4,204.5,
262216_at,67.6,56.1,86.5,85.9,
262217_at,3.2,5.3,0.3,0.4,
262218_at,56,57.9,19.2,20.5,
262219_at,37.3,38.4,53.5,43.7,
262220_at,40.5,44.9,44.5,37,
262221_at,47.2,50.4,51.5,47.1,
262222_at,20.2,19.1,22.3,25.7,
262223_at,32.9,39.1,35.3,26.8,
262224_at,12.8,11.9,10.1,15.2,
262165_at,91.2,96.3,112.2,82.4,
262166_at,293.1,279.4,120.2,133.7,
262167_at,1,0.5,3.2,1.4,
262168_at,1043.3,1005.5,826.1,727.3,
262169_at,42.2,50.1,34,42.5,
262170_at,59,60.6,44.3,53.5,
262171_at,110.9,109.4,398,353,
262172_at,870,921.4,1165.2,1159.1,
262173_at,549.3,490.5,607.2,549.7,
262174_at,187.6,190.2,188.1,204.6,
262175_at,174.2,189.9,162.3,150.3,
262176_at,367,390.9,356.9,360.7,
262177_at,63.9,67.2,189.7,178.8,
262178_at,12.7,9.3,7.2,9,
262179_at,4.3,7.7,7.6,10.5,
262180_at,51.3,40,51.8,45.6,
262181_at,222.8,209.8,182.8,150.8,
262182_at,6.2,5.3,7.6,4.8,
262183_at,28.7,22.4,24.7,34.9,
262184_at,0.5,1.2,1.9,2.5,
262185_at,0.2,0.2,0.5,1.4,
262186_at,2.4,0.7,0.9,2,
262187_at,1.9,6.9,1.2,2.3,
262188_at,55.8,59.8,83.5,84.2,
262189_at,42.6,37,33.3,30.3,
262190_at,4.4,7.6,5.8,7.6,
262191_at,0.4,0.6,0.6,2.4,
262192_at,3.1,0.6,5.3,3.8,
262193_at,334.8,312.9,394.9,334.9,
262194_at,135.7,163.3,114.9,99.4,
262195_at,3117.7,3118.7,2403.6,2415.2,
262196_at,12.3,16.7,8.9,7.9,
262162_at,523.7,450.7,137.9,159.7,
262163_at,1734.4,1656.2,1611.3,1710.4,
262164_at,44.9,37.2,46.7,40.5,
262133_at,224.9,231.1,120.4,123.4,
262134_at,45.7,44.1,19.4,26.5,
262135_at,155.4,148.5,199.4,223.4,
262136_at,35.9,28.8,18.3,18.3,
262137_at,84.9,82.2,69.6,54.3,
262138_at,4.6,3.7,0.9,0.4,
262139_at,1.6,2.8,0.5,0.6,
262140_at,5.1,5.2,2.9,3.8,
262141_s_at,0.5,0.2,4.1,3.3,
262142_at,4.2,7.1,4.5,11.1,
262143_at,20.6,22,21.9,22.6,
262144_at,9.5,6.6,8.3,6.3,
262145_at,139.9,146.1,171.5,177.9,
262146_at,5.6,4.1,3.2,8.8,
262147_at,21,15.6,11.3,12.4,
262148_at,93.6,90.6,0.2,11.5,
262149_at,16,14,16.9,21.7,
262150_at,18,25.2,17.3,8.9,
262151_at,283.2,286.1,232.7,241.1,
262152_s_at,2,2.5,0.4,3.4,
262153_at,7.7,6.9,7.3,13.5,
262154_at,9.8,9.5,12.1,14.2,
262155_at,323.1,301.7,238.5,246.8,
262156_at,3.6,0.8,4.6,1.4,
262157_at,189.3,197.3,205.4,279.8,
262158_at,71.7,67.9,68.7,71.7,
262159_at,95.1,102,95.4,122.8,
262160_at,171.5,166.5,158,107.7,
262161_at,377.2,395.1,321.1,375.3,
262127_at,26.7,29.1,27.2,23.5,
262128_at,10.6,12.9,26.2,34,
262129_at,15,16.9,18.2,15.7,
262130_at,195.2,196.8,167.5,176.1,
262131_at,214.4,229,153.9,196.5,
262132_at,6,4.7,4.4,8.7,
262102_at,7.1,10.7,6,6.1,
262103_at,6.6,7.1,13.8,15.7,
262104_at,107.5,112.5,98,92.8,
262105_at,30.8,34.4,10,7.9,
262106_at,27.7,22.3,25.8,27.5,
262107_at,123.2,121.6,92.2,87.2,
262108_at,21.4,11.9,21.2,22.8,
262109_at,165.6,166.8,135.9,118.9,
262110_at,216.6,218.4,230.7,253.6,
262111_at,31.1,34.6,32.7,26.9,
262112_at,200.6,204.3,187.4,197.7,
262113_at,39.5,45.6,114.5,117.7,
262114_at,66.9,74.7,53.7,70.5,
262115_at,6.4,2.2,3.9,7.2,
262116_at,133.1,129.3,110.5,113.2,
262117_at,2422.5,2376.1,2787.3,3334.2,
262118_at,43.1,32.1,198.8,193.2,
262119_s_at,1139.1,1128.6,3135.7,4108.2,
262120_at,19,17.5,14.4,15,
262121_at,21.4,22.7,22.8,16.7,
262122_at,3.7,1.4,4.9,2,
262123_at,0.8,0.2,2.1,2.8,
262124_at,28.5,28.2,25.2,19.7,
262125_at,2.3,5.8,3.7,2.6,
262126_at,8.8,9.2,14.9,6.7,
262099_s_at,54.4,51,29.4,27.6,
262100_s_at,7.5,0.9,1.2,2.1,
262101_at,0.3,0.1,0.4,0.6,
262071_at,15.4,13.3,6.7,8.9,
262072_at,102.5,121.6,34.5,33.2,
262073_at,16,12.8,9,5.6,
262074_at,1.4,4.8,1.5,1.7,
262075_at,39.8,31.1,26.7,26.8,
262076_at,108.6,102.5,79.4,73.4,
262077_at,272.7,271.3,306,293.6,
262078_at,88.9,83,86.4,85.2,
262079_at,66,39.1,53.1,57.2,
262080_at,84.7,79.1,76.5,69,
262081_at,32.7,25,24.5,29,
262082_s_at,80.9,87.2,211.7,206.4,
262083_at,1.3,6.8,0.2,1.8,
262084_at,9.5,16,14.3,18.3,
262085_at,13.9,15.4,203.7,256.9,
262086_at,159.5,153.5,236.6,220.1,
262087_at,2.5,3.1,3.6,0.4,
262088_at,61.2,75,48.6,35.6,
262089_s_at,33.5,55,46.2,60.5,
262090_at,17.3,18,16.8,25.4,
262091_at,6.9,4.9,7.4,9.1,
262092_at,80.6,83.7,66.4,57.5,
262093_at,28.9,34.3,54,44.2,
262094_at,337.7,316.1,370.8,287,
262095_at,45.6,49,43.8,40.6,
262096_at,19.7,15.5,14.8,15.1,
262097_at,0.7,0.3,0.8,5.4,
262098_at,38.6,38.7,40.1,34.3,
262064_at,2832.4,2701.6,3233.4,3772.7,
262065_at,57.4,58.2,60.7,54.9,
262066_at,80.4,84.9,82.3,76.6,
262067_at,27.8,22.8,16,17.8,
262068_at,352.7,358.3,395.3,397.7,
262069_at,3.3,4.5,1.1,5,
262070_at,48.1,44,37,51.7,
262039_at,66.5,90.2,49.4,46.3,
262040_at,58.5,47.7,46.1,34.3,
262041_at,0.9,0.8,1.1,0.7,
262042_at,3.3,0.8,1.5,8.5,
262043_at,15.5,16.3,24.9,24.2,
262044_s_at,68.9,81.4,58.6,44.8,
262045_at,723.6,768.6,3.3,4,
262046_at,5.6,9.3,2.8,7.5,
262047_at,6.7,2.9,5.2,9.6,
262048_at,249.5,254.7,280,302.6,
262049_at,98.8,103.3,120.2,133.1,
262050_at,56.1,61.6,47.6,58.3,
262051_at,79.6,88.5,101.9,93,
262052_at,54.6,67.2,63.2,57.5,
262053_at,125.7,123.5,162.2,161.9,
262054_s_at,486.3,426.7,587.9,544.1,
262055_at,131.5,125.5,119.3,101.4,
262056_at,28.2,25.2,16.1,25,
262057_at,228.4,218.4,222.8,264,
262058_at,79.8,82.6,66.1,89.6,
262059_at,151.2,135,149.1,134.5,
262060_at,19,23.1,17.6,19.9,
262061_at,8.4,8.7,18.1,9.4,
262062_s_at,65,45.1,31.7,43,
262063_at,64.6,83.5,55.7,44.9,
262036_at,10.6,7.3,8.9,9.4,
262037_at,5.1,0.4,4.3,0.3,
262038_at,237.6,235.7,317.2,350.5,
262008_s_at,0.5,0.3,0.2,0.4,
262009_at,8.5,8.5,10.4,5.2,
262010_at,19.4,18.7,19.3,14.3,
262011_at,0.4,0.4,0.5,0.4,
262012_s_at,5.7,6.6,7.6,7.1,
262013_s_at,3.5,0.6,2.3,8.5,
262014_at,31.5,39,31.1,30.7,
262015_at,0.4,0.7,1.8,0.8,
262016_at,8.8,3.3,6.8,4.1,
262017_at,58.4,50.9,47.6,60.2,
262018_at,7.3,9.5,3.6,12.6,
262019_s_at,0.5,3.2,1,1.1,
262020_at,0.7,0.1,2.8,6,
262021_at,3.8,3.6,5.7,3.9,
262022_at,1.1,0.4,2.6,0.2,
262023_at,0.8,0.6,0.6,0.9,
262024_at,171.3,167.9,167.7,175.4,
262025_at,78.9,78.7,62.6,52.2,
262026_at,140.7,139.8,154.4,135.3,
262027_at,4.4,0.9,3.5,6.2,
262028_at,28.9,27.6,35.4,42.2,
262029_at,1661.4,1667.1,1809.8,1988,
262030_s_at,3.2,0.8,0.2,0.7,
262031_x_at,0.7,2.5,1.6,1.4,
262032_at,3.1,0.6,4.6,1.1,
262033_at,0.3,1.3,1.1,1.7,
262034_at,0.2,0.5,0.2,0.6,
262035_at,1.8,0.9,2,0.8,
261976_at,0.1,0.1,0.2,1.3,
261977_at,2.7,1,0.3,7,
261978_at,0.5,1.2,0,0.3,
261979_at,2071.2,2178.9,2877.8,3479.9,
261980_at,0,0.5,1.8,0.5,
261981_at,457.8,445.4,257.7,239,
261982_at,373.8,360.2,191.1,211.7,
261983_at,6.3,4.4,2.8,6.1,
261984_at,2.7,1.8,1,5.1,
261985_at,7.7,3.3,1.2,0.5,
261986_s_at,7,3,3.9,8.6,
261987_at,0.5,0.8,0.6,0.4,
261988_at,49.3,58.3,57.3,59.3,
261989_at,0.5,0.4,7.7,0.7,
261990_at,22.7,20.8,15.8,19.5,
261991_at,25,30,16.8,11.6,
261992_at,121.4,128.1,113,115.5,
261993_at,1,6,4.4,0.7,
261994_at,1.9,2.7,1.7,4.8,
261995_at,0,0,0.1,0.1,
261996_at,0.7,0.4,4.5,0.7,
261997_at,0.6,2.5,0.9,1.6,
261998_at,3.2,1.3,1.9,2.1,
261999_at,23.8,23.4,13.8,18,
262000_at,623.2,562.2,395.3,415.5,
262001_at,41.3,50.1,48.4,69.5,
262002_at,53.7,44.9,36.5,42.5,
262003_at,43.5,33.1,27.6,14.5,
262004_at,1.4,7.9,8.1,7.7,
262005_at,212.9,223.6,225.1,194.8,
262006_at,16.4,14.1,18.1,15.6,
262007_at,24.2,19.7,20.3,16.3,
261972_at,37.8,34.8,33.5,25.3,
261973_at,21.4,23.9,67.4,58.5,
261974_at,61,56.6,42.3,41.8,
261975_at,86.1,104.9,46.4,37.2,
261944_at,319,313.7,276.8,302.2,
261945_at,56.3,52.8,41.7,42.4,
261946_at,0.8,6.2,6,6.9,
261947_at,26.7,27.8,23.5,25.7,
261948_at,238.9,253.7,216.8,286.8,
261949_at,61.8,61.8,49.7,44.7,
261950_at,19,12.6,19.8,18.4,
261951_at,50.5,50.8,63,43.6,
261952_at,75.6,84.5,70.2,72.4,
261953_at,129.4,136.3,97.7,82.6,
261954_at,1197.2,1210.8,1325.7,1611.1,
261955_at,467.9,470.9,492.1,428.5,
261956_at,48.9,52.3,28.2,27.1,
261957_at,19.9,15.9,43.5,38.7,
261958_at,90.7,92.1,80.3,76.2,
261959_s_at,0.4,0.9,0.4,0.7,
261960_at,1.9,1.8,0.2,1.6,
261961_at,0.9,0.4,6.5,4.1,
261962_s_at,0.2,0.8,0.2,0.3,
261963_at,0.6,1.6,0.8,0.6,
261964_at,0.4,0.3,1,0.7,
261965_at,0.1,0.1,0.1,2.3,
261966_x_at,1.8,4.1,1,2.6,
261967_at,7.8,1.2,1.2,1.7,
261968_at,4.9,4.3,5.4,2.6,
261969_at,56.1,39.2,41.2,51.7,
261970_at,1377.4,1292.1,1329,1236.7,
261971_at,0.3,0.4,1,0.6,
261912_s_at,0.5,1.7,2.8,1,
261913_at,36.1,38.7,48.2,59.2,
261914_at,8.3,11.6,10.6,12.1,
261915_at,1.5,0.8,0.5,0.4,
261916_at,10.8,12.1,6.1,10.5,
261917_at,18.8,16.1,8.6,20.7,
261918_at,0.1,1.9,1,0.2,
261919_at,1140.9,1110.1,1062.9,1248.8,
261920_at,1942.8,1988.3,2488.7,2828.3,
261921_at,46.8,41.8,27.6,20.4,
261922_at,0.9,1.1,3.2,1.1,
261923_at,4.8,4.1,12.7,9.1,
261924_at,50.1,55.1,21.3,25.4,
261925_at,57.1,57.4,61.8,66.4,
261926_at,402.7,401.7,253.8,273.7,
261927_at,16.7,21.1,9.3,4.4,
261928_at,4,0.7,6.7,6.4,
261929_at,6.8,7.5,5.5,6,
261930_at,57.7,68.5,20,23.3,
261931_at,108.4,105.8,86.2,90.6,
261932_at,0.3,0.7,1.3,1,
261933_at,1088.5,1139.6,2297.6,2710.9,
261934_at,149.8,132.9,721.3,752.8,
261935_at,201.8,192.9,205.8,209,
261936_at,3,3.4,0.7,3.5,
261937_at,35,40,28.9,32,
261938_at,88.9,91,87.4,87.8,
261939_at,512.9,491.3,547.3,615.8,
261940_at,130.5,151.4,138.8,147.1,
261941_at,6.5,7.5,6.8,8.1,
261942_at,63.2,71.5,65,64.6,
261943_at,0.4,0.4,0.5,0.4,
261909_at,140.1,146.6,125.7,128.8,
261910_at,3.3,0.5,0.5,0.8,
261911_at,193.8,199.2,277.8,243,
261881_at,32.1,30.8,23.9,36.4,
261882_at,142.2,125.3,141.9,149.8,
261883_at,25.9,19.6,18.6,17.5,
261884_at,41.6,49.4,55.1,47.8,
261885_at,161,172,155.1,136,
261886_s_at,80.4,92.6,63.1,68.1,
261887_at,268.4,263.3,215.6,244.1,
261888_at,20.9,24.9,18.1,20.8,
261889_at,14.7,9.2,7.9,11.9,
261890_at,18.2,18.2,13.7,3.8,
261891_at,141.4,140.9,126.8,99.5,
261892_at,72.1,71.4,394.6,399.7,
261893_at,46.2,48.9,18.4,18.6,
261894_at,19.9,20.2,26.8,22.3,
261895_at,146.7,166.6,175.6,185.5,
261896_at,217.6,201,194.9,160.2,
261897_at,146.1,128.1,124.7,155.7,
261898_at,34.4,36,39.1,34.9,
261899_at,10.6,9.7,309.1,351.8,
261900_at,63.2,64.1,36.5,43.2,
261901_at,375.5,370.2,322.6,286.9,
261902_at,125,131.4,103.3,110.2,
261903_at,4.6,4.8,8.1,4.2,
261904_at,71.5,69.1,75.9,84,
261905_at,42,47.2,36.1,21.9,
261906_at,24.6,22.6,19,15.4,
261907_at,128.4,172.9,85.7,78.2,
261908_at,2,1.6,1.4,7.8,
261874_at,63.6,60.6,76.4,77.8,
261875_at,0.6,1.2,0.3,0.5,
261876_at,16.9,23,16.6,26.1,
261877_at,4.9,8.6,7.3,4.7,
261878_at,27,30.9,9.7,12.1,
261879_at,24.2,27.8,11.7,11.5,
261880_at,85,84.9,75.1,78.6,
261850_at,3.7,0.4,1.9,2.3,
261851_at,144.8,136.5,74.7,90.5,
261852_at,55.8,59.4,58.7,67.8,
261853_at,99.9,94.8,81.8,77.2,
261854_at,180.3,196.5,195.1,170.7,
261855_at,79.8,82,80.8,86.3,
261856_at,2.8,3.8,2.3,2.5,
261857_at,37.3,39,27.9,29.3,
261858_at,86.9,91.1,123.8,133.2,
261859_at,245.3,215.4,188.7,216.4,
261860_at,112.6,95.9,95.9,93.1,
261861_at,172.4,177.8,190.5,160.1,
261862_at,70.9,65.4,56.3,54,
261863_at,45.7,40.4,34.2,26.9,
261864_s_at,785,715.1,808.8,801.8,
261865_at,345.8,349.5,379.5,375.5,
261866_at,71.3,54.2,71.4,55.7,
261867_at,173.2,156.4,164,101.1,
261868_s_at,54.8,56.4,24.5,19.4,
261869_at,7.9,7.2,7.8,11.5,
261870_at,8.3,12.3,9.6,13.9,
261871_at,42.5,42.6,38.3,47.2,
261872_s_at,146.1,140.8,152.1,108.7,
261873_at,33.4,46.9,38.9,35.8,
261846_at,17.8,20.9,9.1,9.2,
261847_at,5.4,5.9,0.8,8.1,
261848_at,0.6,0.6,0.4,0.7,
261849_at,1.8,0.6,7,0.2,
261818_at,28.3,36.5,40.3,26.4,
261819_at,34.5,34.1,15.9,18,
261820_at,17.6,18.5,14.6,14.5,
261821_at,108.3,156.6,85,116.3,
261822_at,59.1,61.4,32.4,39.4,
261823_at,68.3,67.3,68.7,64.8,
261824_at,650.4,644,624.7,706,
261825_at,192.9,184.5,79,84.7,
261826_at,667.5,673.4,711.8,780.4,
261827_at,145.1,141.5,149,141.4,
261828_at,111.5,108,94.7,80.7,
261829_at,0.4,0.4,0.3,0.8,
261830_at,0.5,0.3,1.9,0.3,
261831_at,597.5,590.1,667.7,746.5,
261832_at,137.5,131.7,103.8,115.3,
261833_at,1025.7,963.8,954,753.9,
261834_at,22.9,25.6,14,12.7,
261835_at,14.9,13.9,13.8,12.6,
261836_at,10.2,6.1,10.1,8.6,
261837_s_at,61,65,43.9,31.4,
261838_at,122.1,118.5,27.9,31.4,
261839_at,57.2,56.6,55.8,50.3,
261840_at,21.1,22,20.1,23.1,
261841_at,128.2,124.5,79.5,118.9,
261842_at,7.8,6.3,8.2,1.3,
261843_at,662,668.6,667.9,700.2,
261844_at,65.9,64.7,61.8,52.9,
261845_at,44.6,40.5,25.6,25.5,
261786_at,3.9,0.7,0.5,0.4,
261787_at,62.9,66,48.7,51.1,
261788_at,708.3,679.1,476.3,405.7,
261789_at,1954.5,1915.1,1707.9,1902.4,
261790_at,176,169.3,163.7,153.5,
261791_at,100.2,91.9,52.3,84,
261792_at,336.2,331.7,532.1,513.2,
261793_at,383,408.4,385.7,329.5,
261794_at,49.7,55.4,32,39,
261795_at,125.1,149.5,151.6,190.6,
261796_at,94.9,95.2,55.9,60.5,
261797_at,3.6,1.9,1.8,2.3,
261798_at,9.7,17.5,2.3,6,
261799_at,4.4,5.7,2.4,1.7,
261800_at,102.5,98.7,63.1,78.5,
261801_at,119.6,134,55.7,58.7,
261802_at,19.6,20.6,15.1,18.1,
261803_at,51.1,52.4,46.7,41.3,
261804_at,342.2,358.1,166.3,173.2,
261805_at,33.9,33,43.1,36.4,
261806_at,123.5,137.1,93.2,80.1,
261807_at,7.2,4.8,7.9,8.9,
261808_at,50.4,53.6,60.5,63.2,
261809_at,33.2,40.6,7.3,14.4,
261810_at,66.7,66.8,70.8,63.6,
261811_at,21,21,21.2,19.3,
261812_at,3.2,6,2.9,0.7,
261813_at,68.8,59.7,56.9,48,
261814_at,70.7,68.2,2.5,8.1,
261815_at,17.6,19.9,22,16.7,
261816_at,5.2,3.5,3.8,7.6,
261817_at,37.8,35.1,25.3,27,
261783_at,276.5,291.8,163.5,141.7,
261784_at,41.4,45.8,53.2,64.1,
261785_at,21.1,21.8,26.3,31.8,
261755_at,5.9,3,3.7,4.5,
261756_at,51.6,43.8,85.6,80.7,
261757_at,84.8,83.7,81.6,67.9,
261758_at,59.3,58.2,65.8,63.9,
261759_at,0.3,3.5,5.4,0.9,
261760_at,7.9,4.7,9.6,15.1,
261761_at,72.2,76.4,68.6,61,
261762_at,62.7,56,57.4,45.3,
261763_at,14.7,13.1,289.9,327.5,
261764_at,1.1,1.8,4.6,2.2,
261765_at,33.5,30.7,28.3,36.5,
261766_at,0.4,5.3,0.5,0.8,
261767_s_at,582.2,563.5,791.2,716,
261768_at,55.2,59.1,30,32.7,
261769_at,983.8,949.1,417.2,406,
261770_at,365.4,376.3,514.5,390.5,
261771_at,161.9,165.8,296.9,293.5,
261772_at,91.1,104.2,43.1,50.1,
261773_at,1.4,2.7,0.8,2.5,
261774_at,79.8,83.7,69.7,48.4,
261775_at,16.3,17.2,16.5,26.1,
261776_at,10.9,11.8,4.7,9.3,
261777_at,7.4,7.2,3.7,3.3,
261778_at,8.1,10.5,5.7,2.9,
261779_at,5.9,1.5,1.9,3.7,
261780_at,47,42.1,41.7,41.4,
261781_at,50.3,39.7,45.6,45.6,
261782_at,35.8,29.7,17,13.1,
261748_at,32,34.3,123.8,123.4,
261749_at,600.8,593.9,528.9,505,
261750_at,19.1,21.7,17.7,21.7,
261751_at,1690.3,1694.2,1387.2,1625.2,
261752_at,0.8,3.9,5.2,1.8,
261753_at,80.5,79,54.7,36.1,
261754_at,47.7,56.5,86.9,79.6,
261723_at,891.6,916.8,821.5,814.7,
261724_at,19,19.8,18.8,12.6,
261725_at,123.5,107.2,151.2,139.4,
261726_at,52.5,44.5,32.2,30.8,
261727_at,239.2,218.9,157.6,168.5,
261728_at,609.3,625.9,628.8,607.1,
261729_s_at,26,28.4,23.4,15.4,
261730_s_at,0,0.1,0.2,0.4,
261731_s_at,4,2.3,4.5,4.3,
261732_at,3.8,4.8,5.7,5.7,
261733_at,185.2,156.2,201.7,153,
261734_at,1.3,1.2,0.3,0.3,
261735_at,0.4,0.4,1.4,0.7,
261736_at,0.5,1.7,2.2,2.9,
261737_at,0.4,0.7,0.6,1,
261738_s_at,41.8,51.2,43.5,53.9,
261739_at,47,56.5,56.9,61.6,
261740_at,226.2,235.3,205.4,171.6,
261741_at,62.2,61.4,74.1,71.8,
261742_at,24.4,26.3,18.8,23.3,
261743_s_at,37.5,35.7,47.1,42,
261744_at,135.6,145.4,162.7,179.1,
261745_at,32.1,25.4,12.4,9.3,
261746_at,3674.2,3478.7,2862.2,2984.8,
261747_at,65.9,51.9,53.8,46.2,
261720_at,96.6,98.2,84.7,69.7,
261721_at,527,466.8,537.6,494.8,
261722_at,331.6,331.6,234.3,267.3,
261692_at,259.4,250.3,329,322.6,
261693_at,97.7,94.5,108.5,133.6,
261694_at,1432.6,1313.3,1492.6,1678.7,
261695_at,467.5,455.4,478.1,487,
261696_at,135.9,143.6,99.8,79.5,
261697_at,9.9,13.4,12.9,15.1,
261698_at,25,23.4,21.5,26.4,
261699_at,5.3,0.5,4.3,7.9,
261700_at,29.1,28.4,28.8,32.9,
261701_at,124,127.9,108.5,98.5,
261702_at,9.4,4.3,5.4,9.3,
261703_at,4.9,2.4,4.3,3.4,
261704_at,1.5,0.3,0.7,1.9,
261705_at,0.3,0.1,0.6,1.9,
261706_at,2.2,0.3,0.7,0.2,
261707_at,0.4,0.2,0.2,0.1,
261708_at,2.9,1.3,0.3,1.5,
261709_at,422.5,395.5,601.3,498.1,
261710_at,21.4,22.5,14.8,13.5,
261711_at,112,156.7,162.4,113.9,
261712_at,14,13.7,4.5,8.9,
261713_at,47.6,51.8,168.1,155.4,
261714_at,0.4,1,0.5,0.5,
261715_at,29.8,19,24.8,21.2,
261716_at,0.3,0.2,0.2,0.2,
261717_at,27.9,33.4,22.7,26.5,
261718_at,70.3,57.7,79.8,89,
261719_at,29.1,29.8,42.4,30,
261660_at,99.4,113.9,78,57.7,
261661_at,72.9,74.2,52.8,48.5,
261662_at,8.4,7.7,15.9,12.2,
261663_at,180.8,165.8,101.5,107.1,
261664_s_at,53.4,49.9,48.8,46.1,
261665_at,4.6,0.5,6.5,0.4,
261666_at,34,47.9,60.1,67.2,
261667_at,104.9,124.1,66,63.9,
261668_at,291.8,281.1,397.4,465.4,
261669_at,62.9,58.2,53.4,51.2,
261670_at,0.9,1,7.2,7.2,
261671_at,50.2,46.8,41.2,54.2,
261672_at,156.6,166.1,150.6,150.1,
261673_at,8.8,7.9,6.8,8.6,
261674_at,76.8,82.2,76.1,99.8,
261675_at,5.7,8.7,5.1,3.1,
261676_at,97.1,82.1,102.6,121.4,
261677_at,107.4,115.1,85.7,76.7,
261678_at,0.9,1.2,0.6,0.8,
261679_at,0.2,0.4,0.6,0.8,
261680_at,0.6,0.3,0.3,0.3,
261681_at,37.6,41.7,34.8,42.8,
261682_at,111.5,117,80.6,75.8,
261683_at,1.1,0.2,1,0.5,
261684_at,95.7,86.8,800.7,893.6,
261685_at,110.1,120.6,98.7,115.1,
261686_at,86.2,80.5,69.6,61.3,
261687_at,1.8,1.9,0.7,0.3,
261688_at,80.8,72.6,54.9,58.5,
261689_at,59.1,60.9,59.1,57.9,
261690_at,6.7,4.9,4.5,4,
261691_at,32.8,31.8,0.3,3.9,
261657_at,1.6,0.7,3.1,1.1,
261658_at,24.5,15.1,12.7,12.9,
261659_at,100.1,94.7,70.4,70.6,
261628_at,33,30.7,38,50.7,
261629_at,34.9,37,25.3,19.7,
261630_at,1.1,0.6,3.2,0.7,
261631_at,1.3,4.8,4.2,8.2,
261632_at,116,107.7,70.6,57.8,
261633_at,21.2,21.6,23.9,21.2,
261634_at,453.3,482.6,445.8,518.5,
261635_at,428.5,435.4,346.7,298.1,
261636_at,130.3,142.9,37.3,56.3,
261637_at,76.6,70.9,58.6,81.1,
261638_at,115.8,101.4,61.1,75.9,
261639_at,920.3,949,658.2,585.2,
261640_at,9.4,7.9,7.4,8.6,
261641_at,8.2,6.2,5.2,6.5,
261642_at,49.1,51.5,35.8,46.3,
261643_at,3.5,7.3,7.9,5.5,
261644_s_at,97.5,87.4,82.6,75.9,
261645_at,1.7,3.1,4.5,2.9,
261646_at,74.6,81.2,65,73.6,
261647_at,6.8,6.9,0.8,0.7,
261648_at,116,112.4,472.4,525.4,
261649_at,66.7,67,53.2,55.7,
261650_at,156.5,155.2,209.4,184.8,
261651_at,266.9,229.5,286.6,266.2,
261652_at,43.6,51,34.8,21.4,
261653_at,40.6,42.4,32.2,30.2,
261654_at,20.8,22.5,22,16.5,
261655_at,141.6,133.3,246.9,261.3,
261656_at,54.2,40,41.4,48.9,
261621_at,200.3,196.7,203.5,216.8,
261622_at,157.6,169.8,132,123.1,
261623_at,0.3,0.5,0.9,0.5,
261624_at,52.5,47.2,35.3,31.2,
261625_at,65.5,65.8,68.7,81.1,
261626_at,76.3,84.3,70.3,60.5,
261627_at,252.1,261.9,314.6,271.5,
261597_at,13.8,15.3,7.1,8.6,
261598_at,600.5,615.5,313.3,319.5,
261599_at,11.5,11.4,18.5,9.4,
261600_x_at,3.2,2.8,0.4,2.6,
261601_at,281,290.4,258.4,234.9,
261602_at,87.5,79.2,71.8,67.5,
261603_at,378.8,375.5,382.2,415.3,
261604_at,27.6,34.1,30.3,25,
261605_at,95.2,86.7,63,52.9,
261606_at,11.1,11.5,35.9,33.1,
261607_at,237.3,211.2,224.6,233.9,
261608_at,70,61.4,53.7,52,
261609_at,37.8,39.7,22,39.5,
261610_at,27.2,23,22.3,23.8,
261611_at,22.1,31.2,22,18.6,
261612_at,69.5,68.4,66.8,70.5,
261613_at,59.9,52.3,33.1,35.2,
261614_at,406.6,423.6,423.3,377.6,
261615_at,82.7,81.7,72.9,88.2,
261616_at,41.4,40.5,37.1,28.5,
261617_s_at,3.5,0.3,3.8,1.3,
261618_at,97.6,105,211.6,236.9,
261619_x_at,4.1,1.1,3.7,7.6,
261620_s_at,1268.7,1459.4,1520.8,2015.8,
261593_at,40.1,26.9,20.5,22.2,
261594_at,104.8,104.4,46.3,39.3,
261595_at,0.3,0.3,0.7,0.5,
261596_at,27.2,23.9,21,30.8,
261565_at,2.6,4.1,1.5,1.2,
261566_at,110.3,107.1,91.9,74.1,
261567_at,11.6,10.1,8.3,10.9,
261568_at,10,10,17.3,10.7,
261569_at,400,418.3,420.5,420.2,
261570_at,379.5,367.9,383.6,420.8,
261571_at,2.6,3.6,3.2,5.3,
261572_at,337.5,373.7,368.9,421.5,
261573_at,1.4,7.7,2.5,6.7,
261574_at,2.5,0.8,0.7,1.3,
261575_at,1.7,7,12.1,11.8,
261576_at,27.6,27.8,10.6,18.5,
261577_at,202,195.4,204.9,216.7,
261578_at,2262.7,2163.5,2485.6,2520.9,
261579_at,693.4,716,646.6,641.4,
261580_at,5.7,0.5,0.8,9.6,
261581_at,227.2,243.2,262,252.1,
261582_at,115.6,108,116.2,153.4,
261583_at,1021.2,1086.7,1301.8,1250,
261584_at,81.1,76.7,61.2,62.6,
261585_at,18.6,16.9,27.3,19.3,
261586_at,26.8,22.9,31.5,33.1,
